Title,Price,Marque,Modele,Kilometrage,Mise_en_circulation,Energie,Boite_vitesse,Puissance_fiscale,Puissance_ch,Transmission,Carrosserie,Etat_general,Proprietaires,Gouvernorat,Couleur_exterieure,Couleur_interieure,Sellerie,Nombre_places,Nombre_portes,Cylindree,Equipements,Date_annonce,URL
Porshe cayenne GTS v8,37900 DT,Porsche,Cayenne,170000,01.2004,Essence,Automatique,27,,,,Occasion,,Bizerte,noir,,,,,>4.0,"<div>🇹🇳🇹🇳 Hamdoun Auto🇹🇳🇹🇳</div><div><br></div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; ❤️‍🔥Porche Cayenne GTS. V 8</div><div><br></div><div>✅ Voiture en excellent état préparer off road</div><div><br></div><div>&nbsp; &nbsp; &nbsp; &nbsp;&nbsp;</div><div><br></div><div>💶prix 37.900</div><div><br></div><div>⛔ Puissance fiscale : 27 cv essence 4*4</div><div>⛔ Date de mise en circulation : 2004</div><div>⛔ Boite : automatique&nbsp;</div><div><br></div><div>Options :</div><div><br></div><div>➡️ Climatiseur bi-zon</div><div>➡️ toit ouvrant&nbsp;</div><div>➡️ sonorisation bose&nbsp;</div><div>➡️ Commande online system&nbsp;</div><div>➡ Regulateur de vitesse&nbsp;</div><div>➡️volant multifonctions&nbsp;</div><div>➡️&nbsp; écran tactile&nbsp;</div><div>➡️air bags frontaux latéraux , rideaux&nbsp;</div><div>➡️ usb , aux , Bluetooth&nbsp;</div><div>➡️anti patinage ESP</div><div>➡️anti démarrage électronique&nbsp;</div><div>➡️capteur de pluie&nbsp;</div><div>➡️radars de recul&nbsp;</div><div>➡️caméra de recul&nbsp;</div><div>➡️rétroviseur rabattable&nbsp;</div><div>➡️Disponible a notre showroom Hamdoun Auto rue 7 novembre&nbsp; devant lycée Manzel jmil . Bizerte&nbsp;</div><div>☎ 22045077.</div><div>&nbsp; &nbsp; &nbsp; &nbsp;99626002</div>",2025-09-20,https://www.cava.tn/voitures/porshe-cayenne-gts-v8-963510
Hyndai i 20,48000 DT,Hyundai,I20,73000,01.2022,Essence,Manuelle,5,,,,Occasion,,Bizerte,noir,,,,,>4.0,"<div>🇹🇳🇹🇳 Hamdoun Auto🇹🇳 🇹🇳</div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;</div><div><br></div><div>✅ Hyundai i 20&nbsp;</div><div><br></div><div>💣Voiture en excellent état&nbsp;</div><div><br></div><div>&nbsp; &nbsp; &nbsp; &nbsp; 💶 Prix 48.900</div><div><br></div><div>⛔ Puissance fiscale : 5 cv essence</div><div>⛔️ 4 cylinder&nbsp; 1.2</div><div>⛔ Date de mise en circulation : 2022</div><div>⛔ Boite : manuelle&nbsp;</div><div><br></div><div>Options :</div><div>➡️ Climatiseur bi-zon</div><div>➡️ radar de recule&nbsp;</div><div>➡️ sonorisation</div><div>➡️ Commande online system&nbsp;</div><div>➡ Regulateur de vitesse&nbsp;</div><div>➡️volant multifonctions&nbsp;</div><div>➡️&nbsp; jantes aluminium&nbsp;</div><div>➡️air bags frontaux latéraux , rideaux&nbsp;</div><div>➡️ usb , aux , Bluetooth&nbsp;</div><div>➡️anti patinage ESP</div><div>➡️anti démarrage électronique&nbsp;</div><div>➡️capteur de pluie&nbsp;</div><div>➡️rétroviseur rabattable&nbsp;</div><div>➡️Disponible a notre showroom Hamdoun Auto rue 7 novembre&nbsp; devant lycée Manzel jmil . Bizerte&nbsp;</div><div>☎ 22045077.</div><div>&nbsp; &nbsp; &nbsp; &nbsp;99626002</div>",2025-09-20,https://www.cava.tn/voitures/hyndai-i-20-963509
Hyndai i 10,41900 DT,Hyundai,I10,73000,01.2022,Essence,Manuelle,5,,,,Occasion,,Bizerte,gris,,,,,1.2,"<div>🇹🇳🇹🇳 Hamdoun Auto🇹🇳 🇹🇳</div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;</div><div><br></div><div>✅ Hyundai Grand i 10</div><div><br></div><div>💣Voiture en excellent état&nbsp;</div><div><br></div><div>&nbsp; &nbsp; &nbsp; &nbsp; 💶 Prix 41.900</div><div><br></div><div>⛔ Puissance fiscale : 5cv essence</div><div>⛔️ 4 cylinder&nbsp; 1.2</div><div>⛔ Date de mise en circulation : 2022</div><div>⛔ Boite : manuelle&nbsp;</div><div><br></div><div>Options :</div><div>➡️ clé intelligente&nbsp;</div><div>➡️ Climatiseur bi-zon</div><div>➡️ écran tactile&nbsp;</div><div>➡️ radar de recule&nbsp;</div><div>➡️ sonorisation bose&nbsp;</div><div>➡️ phares avant et feux arrière led</div><div>➡️ Commande online system&nbsp;</div><div>➡ Regulateur de vitesse&nbsp;</div><div>➡️volant multifonctions&nbsp;</div><div>➡️&nbsp; jantes aluminium&nbsp;</div><div>➡️air bags frontaux latéraux , rideaux&nbsp;</div><div>➡️ usb , aux , Bluetooth&nbsp;</div><div>➡️anti patinage ESP</div><div>➡️anti démarrage électronique&nbsp;</div><div>➡️capteur de pluie&nbsp;</div><div>➡️rétroviseur rabattable&nbsp;</div><div>➡️Disponible a notre showroom Hamdoun Auto rue 7 novembre&nbsp; devant lycée Manzel jmil . Bizerte&nbsp;</div><div>☎ 22045077.</div><div>&nbsp; &nbsp; &nbsp; &nbsp;99626002</div>",2025-09-20,https://www.cava.tn/voitures/hyndai-i-10-963507
Hyundai grand i10 à vendre,35000 DT,Hyundai,I10,230000,01.2016,Essence,Manuelle,5,,,,Occasion,,Tunis,gris,,,,,1.0,<p>Voiture&nbsp;à&nbsp;vendre&nbsp;Hyundai&nbsp;grand&nbsp;i10&nbsp;manuelle&nbsp;couleur&nbsp;gris&nbsp;4&nbsp;portes&nbsp;</p>,2025-09-20,https://www.cava.tn/voitures/hyundai-grand-i10-vendre-963501
Belle ford fiesta titanium,33000 DT,Ford,Fiesta,119,01.2012,Essence,Manuelle,5,,,,Neuf,,Sfax,blanc,,,,,1.3,<p>Ford&nbsp;fiesta&nbsp;titanium&nbsp;toutes&nbsp;options&nbsp;karhba&nbsp;Bakou&nbsp;kilomètrage&nbsp;réels&nbsp;119000</p>,2025-09-20,https://www.cava.tn/voitures/belle-ford-fiesta-titanium-963481
Fiat tipo,38900 DT,Fiat,Autres,100000,01.2022,Essence,Manuelle,6,,,,Occasion,,Bizerte,gris,,,,,1.6,"<div>🇹🇳🇹🇳Hamdoun auto 🇹🇳🇹🇳</div><div><br></div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;🇮🇹 Fiat Tipo</div><div><br></div><div>✅ Voiture en excellent état première main</div><div>✅ prix 38.900</div><div>⛔ Puissance fiscale : essence 5</div><div>⛔ Date de mise en circulation : 2020</div><div>⛔ Boite : manuelle 6 rapport&nbsp;</div><div>⛔️klm 100.000</div><div>Options :</div><div><br></div><div>➡️ jante 16&nbsp;</div><div>➡️ sonorisation bose&nbsp;</div><div>➡️ Commande online system&nbsp;</div><div>➡️volant multifonctions&nbsp;</div><div>➡️air bags frontaux latéraux , rideaux&nbsp;</div><div>➡️anti patinage ESP</div><div>➡️anti démarrage électronique&nbsp;</div><div>➡️Disponible a notre showroom Hamdoun Auto rue 7 novembre&nbsp; devant lycée Manzel jmil . Bizerte&nbsp;</div><div>☎ 22045077</div><div>&nbsp; &nbsp; &nbsp; 99626002</div>",2025-09-20,https://www.cava.tn/voitures/fiat-tipo-963472
Citroën C4 A Vendre,1111 DT,Citroen,C4,34500,01.2012,Essence,Manuelle,5,,,,Occasion,,Sousse,blanc,,,,,1.2,"<p>Tél&nbsp;:&nbsp;25490653</p><p>Modèle&nbsp;:&nbsp;Citroën&nbsp;C4</p><p>Année&nbsp;:&nbsp;2012</p><p>Km&nbsp;:&nbsp;34000</p><p>Carburant&nbsp;:&nbsp;Escence</p><p>Emplacement&nbsp;:&nbsp;Sousse&nbsp;</p><p>Toute&nbsp;option,&nbsp;bien&nbsp;entretenue&nbsp;intérieur&nbsp;et&nbsp;extérieur,&nbsp;1ére&nbsp;main&nbsp;&nbsp;</p><p>Pour&nbsp;plus&nbsp;d&#39;information&nbsp;contacter&nbsp;:&nbsp;25490653</p>",2025-09-20,https://www.cava.tn/voitures/citron-c4-a-vendre-963465
Médecin vendredi belle tucson peu roulée,140000 DT,Hyundai,Tucson,37000,01.2022,Hybride,Automatique,6,,,,Occasion,,Medenine,Autres,,,,,1.6,<div>belle couleur peu roulée comme neuve toutes options hybride diesel</div>,2025-09-20,https://www.cava.tn/voitures/mdecin-vendredi-belle-tucson-peu-roule-963457
Mercedes C180D 2020 A vendre ou Échange,1234 DT,Mercedes,Classe C,100000,01.2020,Diesel,Automatique,6,,,,Neuf,,Kairouan,noir,,,,,1.6,"<div>A vendre ou Echange</div><div><br></div><div>Mercedes-Benz C180d&nbsp; - 2020</div><div><br></div><div>Série 241 | 100 000 km | Diesel |</div><div><br></div><div>Contact direct: 97765060</div><div><br></div><div>Équipements &amp; Options:</div><div><br></div><div>Double Toit ouvrant panoramique&nbsp;</div><div><br></div><div>Intérieur isofix + cuir</div><div><br></div><div>Cockpit numérique</div><div><br></div><div>Caméra de recul + radars de stationnement</div><div><br></div><div>Boîte automatique 9G-Tronic</div><div><br></div><div>Volant multifonction</div><div><br></div><div>Rétroviseurs électriques rabattables</div><div><br></div><div>Feux Full LED dernière génération&nbsp;</div><div><br></div><div>Start &amp; Stop</div><div><br></div><div>• Régulateur de vitesse</div><div><br></div><div>Full option .</div><div><br></div><div>Une berline élégante, confortable et sportive à la fois!</div><div><br></div><div>Idéale pour un usage quotidien premium,</div><div>économique avec son moteur diesel Mercedes , et une finition haut de gamme by Mercedes</div>",2025-09-20,https://www.cava.tn/voitures/mercedes-c180d-2020-a-vendre-ou-change-963454
Remorquage tourisme,53000 DT,Iveco,Daily Combi,480,01.2009,Diesel,Manuelle,10,,,,Occasion,,Bizerte,rouge,,,,,3.0,<div>A vendre un camion de Remorquage Iveco 35C15 importé bien entretenu propre 6 pneus neufs treuil électrique impeccable visité ok A Bizerte pas de déplacement Téléphone ☎️ 98 820 989&nbsp;</div>,2025-09-20,https://www.cava.tn/voitures/remorquage-tourisme-963452
Golf 7,52000 DT,Volkswagen,Golf,128000,01.2014,Essence,Manuelle,5,,,,Occasion,,Ariana,noir,,,,,1.2,<p>Golf&nbsp;7&nbsp;kol&nbsp;chay&nbsp;d&#39;origine&nbsp;mta3&nbsp;edar&nbsp;</p>,2025-09-20,https://www.cava.tn/voitures/golf-7-963450
a vendre,35000 DT,Volkswagen,Golf,290000,01.2008,Essence,Manuelle,6,,,,Occasion,,Medenine,noir,,,,,1.4,<div>golf 5 essence 1.4 importé en 2013</div>,2025-09-20,https://www.cava.tn/voitures/a-vendre-963436
Peugeot 208,41900 DT,Peugeot,208,50000,01.2022,Essence,Manuelle,5,,,,Occasion,,Bizerte,blanc,,,,,1.2,"<div>🇹🇳🇹🇳 Hamdoun Auto🇹🇳 🇹🇳</div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;</div><div><br></div><div>✅ Peugoet 208</div><div><br></div><div>💣Voiture en excellent état premièremain toutes les entretiens chez maison Peugoet&nbsp;</div><div><br></div><div>&nbsp; &nbsp; &nbsp; &nbsp; 💶 Prix 41.900</div><div><br></div><div>⛔ Puissance fiscale : 5 cv essence</div><div>⛔️ 3 cylinder&nbsp; 1.2</div><div>⛔ Date de mise en circulation : 2022</div><div>⛔ Boite : manuelle&nbsp;</div><div>✈️ klm 50.000 certifié&nbsp;</div><div>Options :</div><div>➡️ Climatiseur&nbsp;</div><div>➡️ radar de recule&nbsp;</div><div>➡️ sonorisation</div><div>➡️ Commande online system&nbsp;</div><div>➡ Regulateur de vitesse&nbsp;</div><div>➡️air bags frontaux latéraux , rideaux&nbsp;</div><div>➡️ usb , aux , Bluetooth&nbsp;</div><div>➡️anti patinage ESP</div><div>➡️anti démarrage électronique&nbsp;</div><div>➡️capteur de pluie&nbsp;</div><div>➡️Disponible a notre showroom Hamdoun Auto rue 7 novembre&nbsp; devant lycée Manzel jmil . Bizerte&nbsp;</div><div>☎ 22045077.</div><div>&nbsp; &nbsp; &nbsp; &nbsp;99626002</div>",2025-09-20,https://www.cava.tn/voitures/peugeot-208-963418
Ssangyong corando 4*4,34900 DT,Ssangyong,Autres,100000,01.2012,Autre,Automatique,11,,,,Occasion,,Bizerte,blanc,,,,,1.4,"<div>🇹🇳🇹🇳 Hamdoun Auto🇹🇳 🇹🇳</div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;</div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;🔥 Ssangyong corando 4*4</div><div><br></div><div>💣Voiture en excellent état&nbsp;</div><div><br></div><div>&nbsp; &nbsp; &nbsp; &nbsp; 💶 Prix 34.900</div><div><br></div><div>⛔ Puissance fiscale : 11 cv gazoil</div><div>⛔️&nbsp;</div><div>⛔ Date de mise en circulation : 2012</div><div>⛔ Boite : auto&nbsp;</div><div><br></div><div>Options :</div><div>➡️ Climatiseur</div><div>➡️ toit ouvrant</div><div>➡️ radar de recule&nbsp;</div><div>➡️ sonorisation</div><div>➡️ Commande online system&nbsp;</div><div>➡ Regulateur de vitesse&nbsp;</div><div>➡️volant multifonctions&nbsp;</div><div>➡️&nbsp; jantes aluminium&nbsp;</div><div>➡️air bags frontaux latéraux , rideaux&nbsp;</div><div>➡️ usb , aux , Bluetooth&nbsp;</div><div>➡️anti patinage ESP</div><div>➡️anti démarrage électronique&nbsp;</div><div>➡️capteur de pluie&nbsp;</div><div>➡️rétroviseur rabattable&nbsp;</div><div>➡️Disponible a notre showroom Hamdoun Auto rue 7 novembre&nbsp; devant lycée Manzel jmil . Bizerte&nbsp;</div><div>☎ 22045077</div><div style=""text-align: right;"">&nbsp; &nbsp; &nbsp; 99626002</div>",2025-09-20,https://www.cava.tn/voitures/ssangyong-corando-44-963417
BMW série 4 gran coupé 4 portes à vendre,80000 DT,Bmw,BMW Serie 4 Coupe,200000,01.2018,Essence,Automatique,5,,,,Occasion,,Tunis,noir,,,,,1.8,<p>BMW&nbsp;série&nbsp;4&nbsp;gran&nbsp;coupé&nbsp;4&nbsp;portes&nbsp;à&nbsp;vendre&nbsp;1ere&nbsp;main&nbsp;bonne&nbsp;occasion</p>,2025-09-19,https://www.cava.tn/voitures/bmw-srie-4-gran-coup-4-portes-vendre-963378
Mitsubishi pajero sport 4×4,45000 DT,Mitsubishi,Pajero,500000,01.2004,Diesel,Manuelle,10,,,,Occasion,,Ben Arous,noir,,,,,2.5,<div>Voiture en très bonne état&nbsp;</div>,2025-09-19,https://www.cava.tn/voitures/mitsubishi-pajero-sport-44-963375
A vendre Citroën c3 phase 2 .très bon état,28500 DT,Citroen,C3,136000,01.2014,Essence,Manuelle,5,,,,Occasion,,Tunis,blanc,,,,,1.3,"<div>A vendre voiture Citroën c3 phase 2,tt option 2014,en très bon état. prix 28500(négociable) téléphone 55548340</div>",2025-09-19,https://www.cava.tn/voitures/a-vendre-citron-c3-phase-2-trs-bon-tat-963372
Nissan juke,36900 DT,Nissan,Juke,12345,01.2013,Essence,Manuelle,4,,,,Occasion,,Bizerte,blanc,,,,,1.6,"🇹🇳🇹🇳 Hamdoun Auto🇹🇳 🇹🇳<div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;</div><div><br></div><div>✅ Nissan Juke&nbsp;</div><div><br></div><div>💣Voiture en excellent état&nbsp;</div><div><br></div><div>&nbsp; &nbsp; &nbsp; &nbsp; 💶 Prix 36.900</div><div><br></div><div>⛔ Puissance fiscale : 7 cv essence</div><div>⛔️ 4 cylinder 1.6</div><div>⛔ Date de mise en circulation : 2013</div><div>⛔ Boite : manuelle&nbsp;</div><div><br></div><div>Options :</div><div>➡️ Climatiseur bi-zon</div><div>➡️ radar de recule&nbsp;</div><div>➡️ sonorisation</div><div>➡️ Commande online system&nbsp;</div><div>➡ Regulateur de vitesse&nbsp;</div><div>➡️volant multifonctions&nbsp;</div><div>➡️ jantes aluminium&nbsp;</div><div>➡️air bags frontaux latéraux , rideaux&nbsp;</div><div>➡️ usb , aux , Bluetooth&nbsp;</div><div>➡️anti patinage ESP</div><div>➡️anti démarrage électronique&nbsp;</div><div>➡️capteur de pluie&nbsp;</div><div>➡️ clé intelligente</div><div>➡️Disponible a notre showroom Hamdoun Auto rue 7 novembre devant lycée Manzel jmil . Bizerte&nbsp;</div><div>☎ 22045077.</div><div>&nbsp; &nbsp; &nbsp; &nbsp;99626002</div>",2025-09-19,https://www.cava.tn/voitures/nissan-juke-963368
mercedes cla 180,129000 DT,Mercedes,Classe Cla,106000,01.2020,Essence,Automatique,8,,,,Neuf,,Sousse,noir,,,,,1.6,"<p><span style=""background-color: rgb(255, 255, 255); color: rgb(8, 8, 9);"">_&nbsp;bonjour...met&nbsp;en&nbsp;vente&nbsp;tres&nbsp;belle&nbsp;mercedes&nbsp;cla&nbsp;180</span></p><p><span style=""background-color: rgb(255, 255, 255); color: rgb(8, 8, 9);"">_8&nbsp;ch&nbsp;essence</span></p><p><span style=""background-color: rgb(255, 255, 255); color: rgb(8, 8, 9);"">_anee&nbsp;2020</span></p><p><span style=""background-color: rgb(255, 255, 255); color: rgb(8, 8, 9);"">_km&nbsp;106000</span></p><p><span style=""background-color: rgb(255, 255, 255); color: rgb(8, 8, 9);"">_kit&nbsp;AMG&nbsp;...feu&nbsp;dembillance....camera....</span></p><p><span style=""background-color: rgb(255, 255, 255); color: rgb(8, 8, 9);"">_prix&nbsp;129000md</span></p><p><span style=""background-color: rgb(255, 255, 255); color: rgb(8, 8, 9);"">_TEL&nbsp;55578577</span></p><p><span style=""background-color: rgb(255, 255, 255); color: rgb(8, 8, 9);"">_echange&nbsp;possible</span></p><p></p>",2025-09-19,https://www.cava.tn/voitures/mercedes-cla-180-963347
mercedes Benz GLA 180 _kit AMG,98000 DT,Mercedes,Classe Gla,160000,01.2017,Essence,Automatique,7,,,,Occasion,,Sousse,blanc,,,,,1.5,"<p><span style=""background-color: rgb(255, 255, 255); color: rgb(8, 8, 9);"">_bonjour...met&nbsp;en&nbsp;vente&nbsp;tres&nbsp;belle&nbsp;mercedes&nbsp;Benz&nbsp;GLA&nbsp;180</span></p><p><span style=""background-color: rgb(255, 255, 255); color: rgb(8, 8, 9);"">_kit&nbsp;AMG</span></p><p><span style=""background-color: rgb(255, 255, 255); color: rgb(8, 8, 9);"">_boite&nbsp;auto...camera...feu&nbsp;led...</span></p><p><span style=""background-color: rgb(255, 255, 255); color: rgb(8, 8, 9);"">_12/2016</span></p><p><span style=""background-color: rgb(255, 255, 255); color: rgb(8, 8, 9);"">_km&nbsp;160000</span></p><p><span style=""background-color: rgb(255, 255, 255); color: rgb(8, 8, 9);"">_7&nbsp;ch&nbsp;essence</span></p><p><span style=""background-color: rgb(255, 255, 255); color: rgb(8, 8, 9);"">_prix&nbsp;98&nbsp;md(posibilitee&nbsp;de&nbsp;echange)</span></p><p><span style=""background-color: rgb(255, 255, 255); color: rgb(8, 8, 9);"">_TEL&nbsp;55578577/28666900</span></p><p><span style=""background-color: rgb(255, 255, 255); color: rgb(8, 8, 9);"">_voiture&nbsp;disponible&nbsp;au&nbsp;SHOWROOM&nbsp;OMEZINE&nbsp;AUTO</span></p><p></p>",2025-09-19,https://www.cava.tn/voitures/mercedes-benz-gla-180-_kit-amg-963338
"Belle Mikra, très bonne état",30000 DT,Nissan,Micra,100000,01.2018,Essence,Manuelle,5,,,,Occasion,,Ben Arous,rouge,,,,,1.2,"<p>🚗&nbsp;Superbe&nbsp;occasion&nbsp;</p><p>Nissan&nbsp;Micra&nbsp;2018,&nbsp;excellent&nbsp;état,&nbsp;fiable&nbsp;et&nbsp;très&nbsp;économique.</p><p>Carrosserie&nbsp;impeccable,&nbsp;intérieur&nbsp;soigné,&nbsp;entretien&nbsp;régulier.</p><p>Idéale&nbsp;ville&nbsp;&amp;&nbsp;route.</p><p>prix&nbsp;raisonnable&nbsp;.&nbsp;</p>",2025-09-19,https://www.cava.tn/voitures/belle-mikra-trs-bonne-tat-963312
Volkswagen jetta année 2009 très bon état,30000 DT,Volkswagen,Jetta,400000,01.2009,Essence,Manuelle,7,,,,Occasion,,Sousse,gris,,,,,1.6,"<p><span style=""color: rgb(0, 50, 100); background-color: rgb(255, 255, 255);"">➡️&nbsp;très&nbsp;bon&nbsp;état&nbsp;et&nbsp;prix&nbsp;négociable</span></p><p><span style=""color: rgb(0, 50, 100); background-color: rgb(255, 255, 255);"">✅&nbsp;moteur&nbsp;neuf</span></p><p><span style=""color: rgb(0, 50, 100); background-color: rgb(255, 255, 255);"">✅&nbsp;chaîne&nbsp;de&nbsp;distribution&nbsp;neuve</span></p><p><span style=""color: rgb(0, 50, 100); background-color: rgb(255, 255, 255);"">✅&nbsp;visite&nbsp;technique&nbsp;récente</span></p><p><span style=""color: rgb(0, 50, 100); background-color: rgb(255, 255, 255);"">✅&nbsp;zéro&nbsp;frais&nbsp;à&nbsp;prévoir</span></p><p><span style=""background-color: rgb(255, 255, 255); color: rgb(0, 50, 100);"">💬&nbsp;disponible&nbsp;pour&nbsp;négocier&nbsp;le&nbsp;prix&nbsp;à&nbsp;partir&nbsp;de&nbsp;17h</span></p><p><span style=""color: rgb(0, 50, 100); background-color: rgb(255, 255, 255);"">📞&nbsp;contact&nbsp;:&nbsp;27135654</span></p><p><span style=""color: rgb(0, 50, 100); background-color: rgb(255, 255, 255);"">N’hésitez&nbsp;pas&nbsp;à&nbsp;me&nbsp;contacter&nbsp;par&nbsp;téléphone&nbsp;!</span></p>",2025-09-19,https://www.cava.tn/voitures/volkswagen-jetta-anne-2009-trs-bon-tat-963304
Golf 5 a vendre,27000 DT,Volkswagen,Golf,280000,01.2008,Essence,Manuelle,5,,,,Occasion,,Nabeul,noir,,,,,1.4,<p>Golf&nbsp;5&nbsp;année&nbsp;2008&nbsp;climatisé&nbsp;..280000&nbsp;km&nbsp;..&nbsp;</p>,2025-09-18,https://www.cava.tn/voitures/golf-5-a-vendre-963270
Audi A4,37500 DT,Audi,Audi A4,250000,01.2013,Essence,Manuelle,7,,,,Occasion,,Tunis,noir,,,,,1.8,<div>Audi A4&nbsp; tt option sauf toi&nbsp;</div><div><br></div>,2025-09-18,https://www.cava.tn/voitures/audi-a4-963261
A vendre bmw série 3,26 DT,Bmw,BMW Serie 3,300000,01.2006,Essence,Manuelle,7,,,,Occasion,,Nabeul,noir,,,,,1.6,<div>قابل النقاش</div><div><br></div>,2025-09-18,https://www.cava.tn/voitures/a-vendre-bmw-srie-3-963259
C3 propre 25.428.087,0 DT,Citroen,C3,240,01.2007,Essence,Manuelle,4,,,,Occasion,,Sfax,vert,,,,,1.4,Citroën c3 ️&nbsp;<div>Peinture origine .</div><div>&nbsp;tout les vitres origine</div><div>&nbsp;Clim en marche&nbsp;</div><div>Roue de secours jamais utilisé&nbsp;</div><div>4 pneu neuuuf&nbsp;</div><div>KLM 240 Alf certifié&nbsp;</div><div>Année 2007 tt options&nbsp;</div><div>4cv essence&nbsp;</div><div>Num 25428087</div>,2025-09-18,https://www.cava.tn/voitures/c3-propre-25428087-963236
polo sedan,38000 DT,Volkswagen,Polo,187000,01.2017,Essence,Manuelle,5,,,,Occasion,,Zaghouan,blanc,,,,,1.4,<div>tout option&nbsp;</div><div>4 vitres électriques&nbsp;</div><div>climatisse&nbsp;</div><div>4 roues neuf&nbsp;</div><div><br></div>,2025-09-18,https://www.cava.tn/voitures/polo-sedan-963227
Kia Sportage GDI,84900 DT,Kia,Sportage,12345,01.2019,Essence,Automatique,8,,,,Occasion,,Bizerte,blanc,,,,,>4.0,"<div>🇹🇳🇹🇳 Hamdoun Auto🇹🇳 🇹🇳</div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;</div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;🔥🔥 kia sportage GDI</div><div><br></div><div>💣Voiture en excellent état&nbsp;</div><div><br></div><div>&nbsp; &nbsp; &nbsp; &nbsp; 💶 Prix 84.900</div><div><br></div><div>⛔ Puissance fiscale : 8 cv essence</div><div>⛔️&nbsp;</div><div>⛔ Date de mise en circulation : 2019</div><div>⛔ Boite : auto&nbsp;</div><div>⛔️ klm 130.000</div><div>Options :</div><div>➡️ Climatiseur bi-</div><div>➡️ toit panoramique&nbsp; ouvrant&nbsp;</div><div>➡️ écran tactile&nbsp;</div><div>➡️ caméra de recule</div><div>➡️ radar de recule&nbsp;</div><div>➡️ sonorisation</div><div>➡️ Commande online system&nbsp;</div><div>➡ Regulateur de vitesse&nbsp;</div><div>➡️volant multifonctions&nbsp;</div><div>➡️&nbsp; jantes aluminium&nbsp;</div><div>➡️air bags frontaux latéraux , rideaux&nbsp;</div><div>➡️ usb , aux , Bluetooth&nbsp;</div><div>➡️anti patinage ESP</div><div>➡️anti démarrage électronique&nbsp;</div><div>➡️capteur de pluie&nbsp;</div><div>➡️rétroviseur rabattable&nbsp;</div><div>➡️Disponible a notre showroom Hamdoun Auto rue 7 novembre&nbsp; devant lycée Manzel jmil . Bizerte&nbsp;</div><div>☎ 22045077</div><div>&nbsp; &nbsp; &nbsp; 99626002</div>",2025-09-18,https://www.cava.tn/voitures/kia-sportage-gdi-963207
Ssongyong corando 4*4,34900 DT,Ssangyong,Korando,2400,01.2013,Diesel,Automatique,11,,,,Occasion,,Bizerte,blanc,,,,,2.7,"<div>🇹🇳🇹🇳 Hamdoun Auto🇹🇳 🇹🇳</div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;</div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;🔥 Ssangyong corando 4*4</div><div><br></div><div>💣Voiture en excellent état&nbsp;</div><div><br></div><div>&nbsp; &nbsp; &nbsp; &nbsp; 💶 Prix 34.900</div><div><br></div><div>⛔ Puissance fiscale : 11 cv gazoil</div><div>⛔️&nbsp;</div><div>⛔ Date de mise en circulation : 2012</div><div>⛔ Boite : auto&nbsp;</div><div><br></div><div>Options :</div><div>➡️ Climatiseur</div><div>➡️ toit ouvrant</div><div>➡️ radar de recule&nbsp;</div><div>➡️ sonorisation</div><div>➡️ Commande online system&nbsp;</div><div>➡ Regulateur de vitesse&nbsp;</div><div>➡️volant multifonctions&nbsp;</div><div>➡️&nbsp; jantes aluminium&nbsp;</div><div>➡️air bags frontaux latéraux , rideaux&nbsp;</div><div>➡️ usb , aux , Bluetooth&nbsp;</div><div>➡️anti patinage ESP</div><div>➡️anti démarrage électronique&nbsp;</div><div>➡️capteur de pluie&nbsp;</div><div>➡️rétroviseur rabattable&nbsp;</div><div>➡️Disponible a notre showroom Hamdoun Auto rue 7 novembre&nbsp; devant lycée Manzel jmil . Bizerte&nbsp;</div><div>☎ 22045077</div><div>&nbsp; &nbsp; &nbsp; 99626002</div>",2025-09-18,https://www.cava.tn/voitures/ssongyong-corando-44-963205
