Title,Price,Marque,Modele,Kilometrage,Mise_en_circulation,Energie,Boite_vitesse,Puissance_fiscale,Puissance_ch,Transmission,Carrosserie,Etat_general,Proprietaires,Gouvernorat,Couleur_exterieure,Couleur_interieure,Sellerie,Nombre_places,Nombre_portes,Cylindree,Equipements,Date_annonce,URL
Kia picanto 2021 73000 km,37000 DT,Kia,PICANTO,73000.0,1.2021,Essence,Manuelle,4.0,67.0,Traction,Citadine,,,TND Négociable Mahdia,,,,5.0,5.0,998.0,"A l&#039;état d&#039;origineEntretien maison kiaSalon en similicuirSystème d&#039;alarme meta systèmeVoir plus, A l&#039;état d&#039;origineEntretien maison kiaSalon en similicuirSystème d&#039;alarme meta systèmeVoir plus, A l&#039;état d&#039;origineEntretien maison kiaSalon en similicuirSystème d&#039;alarme meta système, A l&#039;état d&#039;origineEntretien maison kiaSalon en similicuirSystème d&#039;alarme meta système, Voir plus",27.02.2026,https://baniola.tn/details/27050/kia-picanto-2021-73000-km.html
Suzuki dzair pack glx première main,38700 DT,Suzuki,Autres,90000.0,1.2021,Essence,Manuelle,,70.0,Traction,Berline,,,TND Bizerte,,,,5.0,4.0,970.0,"CONTACT ::::::::: 29521077SUZUKI DZAIR PACK GLX PREMIÈRE MAINEN TRÈS BON ÉTATVOITURE A L&#039;ÉTAT ORIGINEJAMAIS TOUCHÉEBOUTON START STOPDÉMARRAGE MAIN LIBRECAMÉRA DE STATIONNEMENT ARRIÈREÉCRAN CENTRAL4 VITRES ÉLECTRIQUESCLIMATISEUR CLIMATRONIC ENFONCTIONFERMETURE CENTRALISÉEENCADREMENT EXTÉRIEUR INOXJANTES EN ALUMINIUM5 CV. 4 CYLINDRESVISIBLE A BIZERTEVoir plus, CONTACT ::::::::: 29521077SUZUKI DZAIR PACK GLX PREMIÈRE MAINEN TRÈS BON ÉTATVOITURE A L&#039;ÉTAT ORIGINEJAMAIS TOUCHÉEBOUTON START STOPDÉMARRAGE MAIN LIBRECAMÉRA DE STATIONNEMENT ARRIÈREÉCRAN CENTRAL4 VITRES ÉLECTRIQUESCLIMATISEUR CLIMATRONIC ENFONCTIONFERMETURE CENTRALISÉEENCADREMENT EXTÉRIEUR INOXJANTES EN ALUMINIUM5 CV. 4 CYLINDRESVISIBLE A BIZERTEVoir plus, CONTACT ::::::::: 29521077SUZUKI DZAIR PACK GLX PREMIÈRE MAINEN TRÈS BON ÉTATVOITURE A L&#039;ÉTAT ORIGINEJAMAIS TOUCHÉEBOUTON START STOPDÉMARRAGE MAIN LIBRECAMÉRA DE STATIONNEMENT ARRIÈREÉCRAN CENTRAL4 VITRES ÉLECTRIQUESCLIMATISEUR CLIMATRONIC ENFONCTIONFERMETURE CENTRALISÉEENCADREMENT EXTÉRIEUR INOXJANTES EN ALUMINIUM5 CV. 4 CYLINDRESVISIBLE A BIZERTE, CONTACT ::::::::: 29521077SUZUKI DZAIR PACK GLX PREMIÈRE MAINEN TRÈS BON ÉTATVOITURE A L&#039;ÉTAT ORIGINEJAMAIS TOUCHÉEBOUTON START STOPDÉMARRAGE MAIN LIBRECAMÉRA DE STATIONNEMENT ARRIÈREÉCRAN CENTRAL4 VITRES ÉLECTRIQUESCLIMATISEUR CLIMATRONIC ENFONCTIONFERMETURE CENTRALISÉEENCADREMENT EXTÉRIEUR INOXJANTES EN ALUMINIUM5 CV. 4 CYLINDRESVISIBLE A BIZERTE, Voir plus",25.02.2026,https://baniola.tn/details/27021/suzuki-dzair-pack-glx-première-main.html
Renault megane 2017,201737000 DT,Renault,Megane,240000.0,1.2017,Essence,Manuelle,7.0,115.0,Traction,Berline,,,TND Négociable Ariana,,,,5.0,5.0,1197.0,"Ne ratez pas l&amp;#039;occasionVoir plus, Ne ratez pas l&amp;#039;occasionVoir plus, Ne ratez pas l&amp;#039;occasion, Ne ratez pas l&amp;#039;occasion, Voir plus",06.12.2025,https://baniola.tn/details/25406/renault-megane-2017.html
Mg mg 3 2020 57000 km,38000 DT,MG,MG 3,57000.0,1.202,Essence,Manuelle,,110.0,Traction,Citadine,,,TND Ariana,,,,5.0,5.0,1498.0,"Mg rougeVoir plus, Mg rougeVoir plus, Mg rouge, Mg rouge, Voir plus",26.02.2026,https://baniola.tn/details/27029/mg-mg-3-2020-57000-km.html
Ford fiesta 2004 200000 km,19000 DT,Ford,FIESTA,200000.0,1.2004,Essence,Manuelle,,95.0,Traction,Citadine,,,TND Ben arous,,,,5.0,3.0,1596.0,"Ford Fiesta à vendre ,ndhifa ,prix 19000000 négociable‎année 2004‎5 cv essenceTel: 2104032555500882ملاحظة: لا أتعامل مع السماسرةVoir plus, Ford Fiesta à vendre ,ndhifa ,prix 19000000 négociable‎année 2004‎5 cv essenceTel: 2104032555500882ملاحظة: لا أتعامل مع السماسرةVoir plus, Ford Fiesta à vendre ,ndhifa ,prix 19000000 négociable‎année 2004‎5 cv essenceTel: 2104032555500882ملاحظة: لا أتعامل مع السماسرة, Ford Fiesta à vendre ,ndhifa ,prix 19000000 négociable‎année 2004‎5 cv essenceTel: 2104032555500882ملاحظة: لا أتعامل مع السماسرة, Voir plus",08.01.2026,https://baniola.tn/details/26107/ford-fiesta-2004-200000-km.html
Isuzu d max 2003 382 km,0 DT,Isuzu,D MAX,382.0,1.2003,Diesel,Manuelle,,115.0,Intégrale,Pick-up,,,km Prix non spécifié Kasserine,,,,5.0,4.0,2999.0,"série 114 2.5 modèle 2003 poin 3.0L boîte 3.0LVoir plus, série 114 2.5 modèle 2003 poin 3.0L boîte 3.0LVoir plus, série 114 2.5 modèle 2003 poin 3.0L boîte 3.0L, série 114 2.5 modèle 2003 poin 3.0L boîte 3.0L, Voir plus",26.02.2026,https://baniola.tn/details/27032/isuzu-d-max-2003-382-km.html
Audi a6,642 DT,Audi,A6,45.0,1.2012,Essence,Automatique,,190.0,Traction,Berline,,,TND Tunis,,,,5.0,4.0,1984.0,"À vendre – Audi A6 Série 221Très puissante, 100% d’origine, importée des pays du Golfe ????????Qualité premium, finition haut de gamme.Véhicule robuste, très propre et soigneusement entretenu.Précédente immatriculation RS.Confort exceptionnel, moteur performant et fiable.Modèle rare en Tunisie.Sérieux uniquement.???? 56 652 100???? WhatsApp : 56 652 100Voir plus, À vendre – Audi A6 Série 221Très puissante, 100% d’origine, importée des pays du Golfe ????????Qualité premium, finition haut de gamme.Véhicule robuste, très propre et soigneusement entretenu.Précédente immatriculation RS.Confort exceptionnel, moteur performant et fiable.Modèle rare en Tunisie.Sérieux uniquement.???? 56 652 100???? WhatsApp : 56 652 100Voir plus, À vendre – Audi A6 Série 221Très puissante, 100% d’origine, importée des pays du Golfe ????????Qualité premium, finition haut de gamme.Véhicule robuste, très propre et soigneusement entretenu.Précédente immatriculation RS.Confort exceptionnel, moteur performant et fiable.Modèle rare en Tunisie.Sérieux uniquement.???? 56 652 100???? WhatsApp : 56 652 100, À vendre – Audi A6 Série 221Très puissante, 100% d’origine, importée des pays du Golfe ????????Qualité premium, finition haut de gamme.Véhicule robuste, très propre et soigneusement entretenu.Précédente immatriculation RS.Confort exceptionnel, moteur performant et fiable.Modèle rare en Tunisie.Sérieux uniquement.???? 56 652 100???? WhatsApp : 56 652 100, Voir plus",26.02.2026,https://baniola.tn/details/27035/audi-a6.html
Skoda fabia 2016 134 km,31000 DT,Skoda,Fabia,134000.0,1.2016,Essence,Manuelle,,75.0,Traction,Citadine,,,TND Sfax,,,,5.0,4.0,1197.0,"Skoda Fabia 2016Voir plus, Skoda Fabia 2016Voir plus, Skoda Fabia 2016, Skoda Fabia 2016, Voir plus",25.02.2026,https://baniola.tn/details/27027/skoda-fabia-2016-134-km.html
Isuzu d max 2003 382 km,0 DT,Isuzu,D MAX,382000.0,1.2003,Diesel,Manuelle,,115.0,Intégrale,Pick-up,,,km Prix non spécifié Négociable Kasserine,,,,5.0,4.0,2999.0,"série 114 2.5 modèle 2003 poin 3.0L boîte 3.0LVoir plus, série 114 2.5 modèle 2003 poin 3.0L boîte 3.0LVoir plus, série 114 2.5 modèle 2003 poin 3.0L boîte 3.0L, série 114 2.5 modèle 2003 poin 3.0L boîte 3.0L, Voir plus",26.02.2026,https://baniola.tn/details/27031/isuzu-d-max-2003-382-km.html
"Hyundai i 20 high grade soigneusement entretenue, 1 ère main",40000 DT,Hyundai,I20,128000.0,1.2019,Essence,Manuelle,,84.0,Traction,Compacte,,,TND Ben arous,,,,5.0,5.0,1248.0,"* ordinateur de bord* 2 clés d'origine,* camera et radar de recul* feux antibrouillard,* tapisserie d'origine,* 5 gentes aluminiumd'origine,* 4 nouveaux pneus,* roue de secours en bon état* accessoires dorigine: cric, manuel d'utilisation etc...Voir plus, * ordinateur de bord* 2 clés d'origine,* camera et radar de recul* feux antibrouillard,* tapisserie d'origine,* 5 gentes aluminiumd'origine,* 4 nouveaux pneus,* roue de secours en bon état* accessoires dorigine: cric, manuel d'utilisation etc...Voir plus, * ordinateur de bord* 2 clés d'origine,* camera et radar de recul* feux antibrouillard,* tapisserie d'origine,* 5 gentes aluminiumd'origine,* 4 nouveaux pneus,* roue de secours en bon état* accessoires dorigine: cric, manuel d'utilisation etc..., * ordinateur de bord* 2 clés d'origine,* camera et radar de recul* feux antibrouillard,* tapisserie d'origine,* 5 gentes aluminiumd'origine,* 4 nouveaux pneus,* roue de secours en bon état* accessoires dorigine: cric, manuel d'utilisation etc..., Voir plus",25.02.2026,https://baniola.tn/details/27024/hyundai-i-20-high-grade-soigneusement-entretenue-1-ère-main.html
Nissan juke 2010 161000 km,38000 DT,Nissan,Juke,161000.0,1.201,Essence,Manuelle,7.0,117.0,Traction,SUV,,,TND Négociable Tunis,,,,5.0,4.0,1598.0,"Nissan Juke 2010Voir plus, Nissan Juke 2010Voir plus, Nissan Juke 2010, Nissan Juke 2010, Voir plus",03.02.2026,https://baniola.tn/details/26684/nissan-juke-2010-161000-km.html
Honda autre 2023 36000 km,68 DT,Honda,AUTRE,36000.0,1.2023,Essence,Automatique,6.0,110.0,Traction,Compacte,,,TND Tunis,,,,5.0,5.0,1600.0,"A vendre Honda city + année 2023 première main excellent état entretenue maison Honda prix 68md tel 29230769Voir plus, A vendre Honda city + année 2023 première main excellent état entretenue maison Honda prix 68md tel 29230769Voir plus, A vendre Honda city + année 2023 première main excellent état entretenue maison Honda prix 68md tel 29230769, A vendre Honda city + année 2023 première main excellent état entretenue maison Honda prix 68md tel 29230769, Voir plus",25.02.2026,https://baniola.tn/details/27025/honda-autre-2023-36000-km.html
Peugeot partner 2002 0000 km,15000 DT,Peugeot,Partner,0.0,1.2002,Diesel,Manuelle,,70.0,Traction,Utilitaire,,,TND Nabeul,,,,2.0,5.0,1868.0,,25.02.2026,https://baniola.tn/details/27026/peugeot-partner-2002-0000-km.html
Citroen c4 cactus 2014 157.000 km,34 DT,Citroen,C4 CACTUS,157.0,1.2014,Essence,Automatique,4.0,82.0,Traction,Compacte,,,TND Négociable Tunis,,,,5.0,5.0,1199.0,,25.02.2026,https://baniola.tn/details/27028/citroen-c4-cactus-2014-157-000-km.html
"Renault kadjar bva – toutes options, 2022‎",69998 DT,Renault,Kadjar,90000.0,1.2022,Essence,Automatique,,140.0,Traction,SUV,,,TND Négociable Ben arous,,,,5.0,5.0,1598.0,"Renault Kadjar BVA – Toutes options, 2022‎SUV  première main, non-fumeur, toutes options ( sauf cuir)‎Entretenue régulièrement chez Renault.‎Équipements principaux‎• ‎ Jantes alliage 19’’‎‎• ‎ Phares Full LED avec éclairage diurne‎• ‎ Toit panoramique vitré avec rideau occultant‎• ‎ Rétroviseurs électriques rabattables avec fonction dégivrage et clignotants intégrés‎• ‎ Sellerie tissu + cuir, siège conducteur réglable en hauteur‎• ‎ Climatisation automatique bi-zone‎• ‎ Volant cuir multifonctions‎• ‎ Habitacle spacieux avec banquette arrière rabattable et coffre généreuxTechnologie & Sécurité‎• ‎ Écran tactile R-Link 2 (7’’) avec GPS intégré‎• ‎ Bluetooth, USB, compatibilité smartphones‎• ‎ Park Assist (stationnement automatique)‎‎• ‎ Caméra 360° + radars avant/arrière‎• ‎ Régulateur de vitesse adaptatif‎• ‎ Airbags frontaux, latéraux‎• ‎ Surveillance des angles morts + alerte trafic arrière‎• ‎ Capteur de pluie + allumage automatique des feux‎• ‎ Système Start/Stop et modes de conduite (Eco/Standard)‎Localisation : Borj Cédria, Erriadh,  TunisieVoir plus, Renault Kadjar BVA – Toutes options, 2022‎SUV  première main, non-fumeur, toutes options ( sauf cuir)‎Entretenue régulièrement chez Renault.‎Équipements principaux‎• ‎ Jantes alliage 19’’‎‎• ‎ Phares Full LED avec éclairage diurne‎• ‎ Toit panoramique vitré avec rideau occultant‎• ‎ Rétroviseurs électriques rabattables avec fonction dégivrage et clignotants intégrés‎• ‎ Sellerie tissu + cuir, siège conducteur réglable en hauteur‎• ‎ Climatisation automatique bi-zone‎• ‎ Volant cuir multifonctions‎• ‎ Habitacle spacieux avec banquette arrière rabattable et coffre généreuxTechnologie & Sécurité‎• ‎ Écran tactile R-Link 2 (7’’) avec GPS intégré‎• ‎ Bluetooth, USB, compatibilité smartphones‎• ‎ Park Assist (stationnement automatique)‎‎• ‎ Caméra 360° + radars avant/arrière‎• ‎ Régulateur de vitesse adaptatif‎• ‎ Airbags frontaux, latéraux‎• ‎ Surveillance des angles morts + alerte trafic arrière‎• ‎ Capteur de pluie + allumage automatique des feux‎• ‎ Système Start/Stop et modes de conduite (Eco/Standard)‎Localisation : Borj Cédria, Erriadh,  TunisieVoir plus, Renault Kadjar BVA – Toutes options, 2022‎SUV  première main, non-fumeur, toutes options ( sauf cuir)‎Entretenue régulièrement chez Renault.‎Équipements principaux‎• ‎ Jantes alliage 19’’‎‎• ‎ Phares Full LED avec éclairage diurne‎• ‎ Toit panoramique vitré avec rideau occultant‎• ‎ Rétroviseurs électriques rabattables avec fonction dégivrage et clignotants intégrés‎• ‎ Sellerie tissu + cuir, siège conducteur réglable en hauteur‎• ‎ Climatisation automatique bi-zone‎• ‎ Volant cuir multifonctions‎• ‎ Habitacle spacieux avec banquette arrière rabattable et coffre généreuxTechnologie & Sécurité‎• ‎ Écran tactile R-Link 2 (7’’) avec GPS intégré‎• ‎ Bluetooth, USB, compatibilité smartphones‎• ‎ Park Assist (stationnement automatique)‎‎• ‎ Caméra 360° + radars avant/arrière‎• ‎ Régulateur de vitesse adaptatif‎• ‎ Airbags frontaux, latéraux‎• ‎ Surveillance des angles morts + alerte trafic arrière‎• ‎ Capteur de pluie + allumage automatique des feux‎• ‎ Système Start/Stop et modes de conduite (Eco/Standard)‎Localisation : Borj Cédria, Erriadh,  Tunisie, Renault Kadjar BVA – Toutes options, 2022‎SUV  première main, non-fumeur, toutes options ( sauf cuir)‎Entretenue régulièrement chez Renault.‎Équipements principaux‎• ‎ Jantes alliage 19’’‎‎• ‎ Phares Full LED avec éclairage diurne‎• ‎ Toit panoramique vitré avec rideau occultant‎• ‎ Rétroviseurs électriques rabattables avec fonction dégivrage et clignotants intégrés‎• ‎ Sellerie tissu + cuir, siège conducteur réglable en hauteur‎• ‎ Climatisation automatique bi-zone‎• ‎ Volant cuir multifonctions‎• ‎ Habitacle spacieux avec banquette arrière rabattable et coffre généreuxTechnologie & Sécurité‎• ‎ Écran tactile R-Link 2 (7’’) avec GPS intégré‎• ‎ Bluetooth, USB, compatibilité smartphones‎• ‎ Park Assist (stationnement automatique)‎‎• ‎ Caméra 360° + radars avant/arrière‎• ‎ Régulateur de vitesse adaptatif‎• ‎ Airbags frontaux, latéraux‎• ‎ Surveillance des angles morts + alerte trafic arrière‎• ‎ Capteur de pluie + allumage automatique des feux‎• ‎ Système Start/Stop et modes de conduite (Eco/Standard)‎Localisation : Borj Cédria, Erriadh,  Tunisie, Voir plus",31.01.2026,https://baniola.tn/details/26632/renault-kadjar-bva-toutes-options-2022.html
Audi a5 2014 170000 km,69000 DT,Audi,A5,170000.0,1.2014,Diesel,Automatique,,177.0,Propulsion,Coupé,,,TND Négociable Sousse,,,,4.0,2.0,1968.0,"Audi A5 2014Voir plus, Audi A5 2014Voir plus, Audi A5 2014, Audi A5 2014, Voir plus",06.01.2026,https://baniola.tn/details/26079/audi-a5-2014-170000-km.html
Renault r5 1990 300000 km,2000 DT,Renault,R5,300000.0,1.199,Essence,Manuelle,5.0,40.0,Traction,Citadine,,,TND Gafsa,,,,4.0,2.0,845.0,"En march son carte grizVoir plus, En march son carte grizVoir plus, En march son carte griz, En march son carte griz, Voir plus",24.02.2026,https://baniola.tn/details/27015/renault-r5-1990-300000-km.html
Renault clio 2017 172000 km,37000 DT,Renault,Clio,172000.0,1.2017,Essence,Manuelle,5.0,75.0,Traction,Citadine,,,TND Sfax,,,,5.0,4.0,1149.0,"CLIO Dynamique  5 CV  4 Cylindre  (  ESSENCE /  GAZ )171 Milles KilomètrageClimatisation Automatique2 Vitres électriquesRétroviseurs électriques RabbatableOuverture/ Fermeture Centralisée A Distance par CarteVolant multifonctions CuirLed xénon et AntibrouillardÉcran tactile GPS Carte TunisieRégulateur / limiteur de vitesseSystème Audio 6 Hauts ParleursUSB | Bluetooth Android Apple Car PlayImmatriculation : 2017Voiture Très Propre Usage Modérée Intérieur et Mécanique Neuf  Opportunité A saisir22.650.017Voir plus, CLIO Dynamique  5 CV  4 Cylindre  (  ESSENCE /  GAZ )171 Milles KilomètrageClimatisation Automatique2 Vitres électriquesRétroviseurs électriques RabbatableOuverture/ Fermeture Centralisée A Distance par CarteVolant multifonctions CuirLed xénon et AntibrouillardÉcran tactile GPS Carte TunisieRégulateur / limiteur de vitesseSystème Audio 6 Hauts ParleursUSB | Bluetooth Android Apple Car PlayImmatriculation : 2017Voiture Très Propre Usage Modérée Intérieur et Mécanique Neuf  Opportunité A saisir22.650.017Voir plus, CLIO Dynamique  5 CV  4 Cylindre  (  ESSENCE /  GAZ )171 Milles KilomètrageClimatisation Automatique2 Vitres électriquesRétroviseurs électriques RabbatableOuverture/ Fermeture Centralisée A Distance par CarteVolant multifonctions CuirLed xénon et AntibrouillardÉcran tactile GPS Carte TunisieRégulateur / limiteur de vitesseSystème Audio 6 Hauts ParleursUSB | Bluetooth Android Apple Car PlayImmatriculation : 2017Voiture Très Propre Usage Modérée Intérieur et Mécanique Neuf  Opportunité A saisir22.650.017, CLIO Dynamique  5 CV  4 Cylindre  (  ESSENCE /  GAZ )171 Milles KilomètrageClimatisation Automatique2 Vitres électriquesRétroviseurs électriques RabbatableOuverture/ Fermeture Centralisée A Distance par CarteVolant multifonctions CuirLed xénon et AntibrouillardÉcran tactile GPS Carte TunisieRégulateur / limiteur de vitesseSystème Audio 6 Hauts ParleursUSB | Bluetooth Android Apple Car PlayImmatriculation : 2017Voiture Très Propre Usage Modérée Intérieur et Mécanique Neuf  Opportunité A saisir22.650.017, Voir plus",24.02.2026,https://baniola.tn/details/27017/renault-clio-2017-172000-km.html
Toyota corolla 2016 10500 km,62000 DT,Toyota,Corolla,10500.0,1.2016,Essence,Manuelle,,99.0,Traction,Berline,,,TND Tunis,,,,5.0,4.0,1600.0,"A vendre Toyota CorollaAnnée 2016- importéeKilométrage:10500kmMatricule RS récemment changé en TunisiePour plus de renseignementsWhatsapp 93823199Voir plus, A vendre Toyota CorollaAnnée 2016- importéeKilométrage:10500kmMatricule RS récemment changé en TunisiePour plus de renseignementsWhatsapp 93823199Voir plus, A vendre Toyota CorollaAnnée 2016- importéeKilométrage:10500kmMatricule RS récemment changé en TunisiePour plus de renseignementsWhatsapp 93823199, A vendre Toyota CorollaAnnée 2016- importéeKilométrage:10500kmMatricule RS récemment changé en TunisiePour plus de renseignementsWhatsapp 93823199, Voir plus",24.02.2026,https://baniola.tn/details/27020/toyota-corolla-2016-10500-km.html
Seat ibiza 2019 123000 km,36500 DT,Seat,Ibiza,123000.0,1.2019,Essence,Manuelle,5.0,95.0,Traction,Citadine,,,TND Négociable Échange possible Ariana,,,,5.0,5.0,999.0,"Seat ibizaPeinture d&#039;origineFaible kilométrageTts optionsTrès bonne étatVoir plus, Seat ibizaPeinture d&#039;origineFaible kilométrageTts optionsTrès bonne étatVoir plus, Seat ibizaPeinture d&#039;origineFaible kilométrageTts optionsTrès bonne état, Seat ibizaPeinture d&#039;origineFaible kilométrageTts optionsTrès bonne état, Voir plus",24.02.2026,https://baniola.tn/details/27019/seat-ibiza-2019-123000-km.html
Ford focus 2017 72500 km,43000 DT,Ford,FOCUS,72500.0,1.2017,Essence,Manuelle,6.0,85.0,Traction,Compacte,,,TND Ariana,,,,5.0,5.0,1600.0,"Excellent étatVoir plus, Excellent étatVoir plus, Excellent état, Excellent état, Voir plus",07.12.2025,https://baniola.tn/details/25434/ford-focus-2017-72500-km.html
Bmw 316i luxury line (année : 2014 - kilométrage : 122000 km),65000 DT,Bmw,316,122000.0,1.2014,Essence,Manuelle,7.0,136.0,Traction,Berline,,,TND Tunis,,,,5.0,4.0,1598.0,"BMW 316i Luxury LineVoir plus, BMW 316i Luxury LineVoir plus, BMW 316i Luxury Line, BMW 316i Luxury Line, Voir plus",24.02.2026,https://baniola.tn/details/27016/bmw-316i-luxury-line-année-2014-kilométrage-122000-km.html
Volkswagen golf 2018 157000 km,64000 DT,Volkswagen,Golf,158000.0,1.2018,Essence,Manuelle,6.0,110.0,Traction,Compacte,,,TND Négociable Tunis,,,,5.0,5.0,1395.0,"Golf 7.5, Finition connect???? , importer fin 2022✅toutes options✅année 11/2018✅km157 500✅1.0 TSI✅6 cv✅Essence✅boîte 6✅116 CV din✅ climatronic✅ detecteur de fatigue, freinage d’urgence, auto-hold✅ Caméra de recule radar de recule,radar avant✅ bien entretenu avec les factures✅ 4 pneus neufs✅ rétroviseur électrique rabatable chauffant✅ detecteur de pluie, régulateur et limiteur de vitesse✅Pour plus d&amp;#039;informations appeler cette numéro 58469822Prix négociableVoir plus, Golf 7.5, Finition connect???? , importer fin 2022✅toutes options✅année 11/2018✅km157 500✅1.0 TSI✅6 cv✅Essence✅boîte 6✅116 CV din✅ climatronic✅ detecteur de fatigue, freinage d’urgence, auto-hold✅ Caméra de recule radar de recule,radar avant✅ bien entretenu avec les factures✅ 4 pneus neufs✅ rétroviseur électrique rabatable chauffant✅ detecteur de pluie, régulateur et limiteur de vitesse✅Pour plus d&amp;#039;informations appeler cette numéro 58469822Prix négociableVoir plus, Golf 7.5, Finition connect???? , importer fin 2022✅toutes options✅année 11/2018✅km157 500✅1.0 TSI✅6 cv✅Essence✅boîte 6✅116 CV din✅ climatronic✅ detecteur de fatigue, freinage d’urgence, auto-hold✅ Caméra de recule radar de recule,radar avant✅ bien entretenu avec les factures✅ 4 pneus neufs✅ rétroviseur électrique rabatable chauffant✅ detecteur de pluie, régulateur et limiteur de vitesse✅Pour plus d&amp;#039;informations appeler cette numéro 58469822Prix négociable, Golf 7.5, Finition connect???? , importer fin 2022✅toutes options✅année 11/2018✅km157 500✅1.0 TSI✅6 cv✅Essence✅boîte 6✅116 CV din✅ climatronic✅ detecteur de fatigue, freinage d’urgence, auto-hold✅ Caméra de recule radar de recule,radar avant✅ bien entretenu avec les factures✅ 4 pneus neufs✅ rétroviseur électrique rabatable chauffant✅ detecteur de pluie, régulateur et limiteur de vitesse✅Pour plus d&amp;#039;informations appeler cette numéro 58469822Prix négociable, Voir plus",11.02.2026,https://baniola.tn/details/26841/volkswagen-golf-2018-157000-km.html
Mercedes vito 2021 95000 km,75 DT,Mercedes,Autres,95000.0,1.2021,Diesel,Manuelle,5.0,136.0,Traction,Utilitaire,,,TND Sousse,,,,9.0,4.0,2143.0,,24.02.2026,https://baniola.tn/details/27014/mercedes-vito-2021-95000-km.html
Volkswagen golf 2011 275000 km,41000 DT,Volkswagen,Golf,275000.0,1.2011,Diesel,Manuelle,5.0,110.0,Traction,Compacte,,,TND Kasserine,,,,5.0,5.0,1968.0,"VOLKSWAGEN Golf 6 TDI bande rouge????????98678517☎️????️ Année : 02/  2011  Série TU 173⛽️ Energie: gasoil 1.6 //  5ch????‍♀️ km: 275m- km✔️Toutes options:☑️salon cuir☑️Siège chauffant☑️Climatronique bizone☑️Ordinateurs de bord☑️Commande au volant☑️Feux d&#039;ambiance☑️Double Accoudoir☑️Capteur de lumière☑️Capteur de pluie☑️caméra  de recul☑️12Airbags☑️Anti Brouillard☑️Fermiture centrale☑️Vitres d&#039;origine☑️4 Vitres Electriques☑️4 roues comme  Neuf☑️4 Jantes aluminium☑️ Double cléVoir plus, VOLKSWAGEN Golf 6 TDI bande rouge????????98678517☎️????️ Année : 02/  2011  Série TU 173⛽️ Energie: gasoil 1.6 //  5ch????‍♀️ km: 275m- km✔️Toutes options:☑️salon cuir☑️Siège chauffant☑️Climatronique bizone☑️Ordinateurs de bord☑️Commande au volant☑️Feux d&#039;ambiance☑️Double Accoudoir☑️Capteur de lumière☑️Capteur de pluie☑️caméra  de recul☑️12Airbags☑️Anti Brouillard☑️Fermiture centrale☑️Vitres d&#039;origine☑️4 Vitres Electriques☑️4 roues comme  Neuf☑️4 Jantes aluminium☑️ Double cléVoir plus, VOLKSWAGEN Golf 6 TDI bande rouge????????98678517☎️????️ Année : 02/  2011  Série TU 173⛽️ Energie: gasoil 1.6 //  5ch????‍♀️ km: 275m- km✔️Toutes options:☑️salon cuir☑️Siège chauffant☑️Climatronique bizone☑️Ordinateurs de bord☑️Commande au volant☑️Feux d&#039;ambiance☑️Double Accoudoir☑️Capteur de lumière☑️Capteur de pluie☑️caméra  de recul☑️12Airbags☑️Anti Brouillard☑️Fermiture centrale☑️Vitres d&#039;origine☑️4 Vitres Electriques☑️4 roues comme  Neuf☑️4 Jantes aluminium☑️ Double clé, VOLKSWAGEN Golf 6 TDI bande rouge????????98678517☎️????️ Année : 02/  2011  Série TU 173⛽️ Energie: gasoil 1.6 //  5ch????‍♀️ km: 275m- km✔️Toutes options:☑️salon cuir☑️Siège chauffant☑️Climatronique bizone☑️Ordinateurs de bord☑️Commande au volant☑️Feux d&#039;ambiance☑️Double Accoudoir☑️Capteur de lumière☑️Capteur de pluie☑️caméra  de recul☑️12Airbags☑️Anti Brouillard☑️Fermiture centrale☑️Vitres d&#039;origine☑️4 Vitres Electriques☑️4 roues comme  Neuf☑️4 Jantes aluminium☑️ Double clé, Voir plus",22.02.2026,https://baniola.tn/details/26997/volkswagen-golf-2011-275000-km.html
Kia picanto 2018 98000 km,35400 DT,Kia,PICANTO,98000.0,1.2018,Essence,Manuelle,4.0,69.0,Traction,Citadine,,,TND Négociable Tunis,,,,5.0,5.0,1248.0,"Voiture propre état d&amp;#039;origine entretien maisonVoir plus, Voiture propre état d&amp;#039;origine entretien maisonVoir plus, Voiture propre état d&amp;#039;origine entretien maison, Voiture propre état d&amp;#039;origine entretien maison, Voir plus",18.02.2026,https://baniola.tn/details/26950/kia-picanto-2018-98000-km.html
Nissan juke 2021 175000 km,63000 DT,Nissan,Juke,175000.0,1.2021,Essence,Automatique,6.0,117.0,Traction,SUV,,,TND Tunis,,,,5.0,5.0,1197.0,"Nissan Juke 2021Voir plus, Nissan Juke 2021Voir plus, Nissan Juke 2021, Nissan Juke 2021, Voir plus",23.02.2026,https://baniola.tn/details/27011/nissan-juke-2021-175000-km.html
Fiat 500 2018 85000 km,42000 DT,Fiat,500,85000.0,1.2018,Essence,Automatique,,69.0,Traction,Citadine,,,TND Ariana,,,,4.0,3.0,999.0,,23.02.2026,https://baniola.tn/details/27010/fiat-500-2018-85000-km.html
